Price,Price_per_SQFT,Bedrooms,SQFT,Zip Code,City,Bathrooms,Suburb,House Type,Built,Remodeled,Country,Condition
"$103,885.00 ",$41.14 ,1,2525,8003,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1982,2019,Spain,3
"$91,120.00 ",$50.51 ,1,1804,8015,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1969,2019,Spain,2
"$93,130.00 ",$31.39 ,2,2967,8016,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1998,2013,Spain,2
"$67,980.00 ",$30.25 ,2,2247,8016,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1978,2015,Spain,2
"$104,400.00 ",$46.75 ,1,2233,8016,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1986,2022,Spain,4
"$104,400.00 ",$55.06 ,2,1896,8014,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1954,2012,Spain,1
"$55,815.00 ",$27.88 ,1,2002,8009,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1979,2005,Spain,2
"$156,520.00 ",$58.75 ,2,2664,8002,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1949,2012,Spain,4
"$86,400.00 ",$43.03 ,2,2008,8010,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1955,2020,Spain,4
"$66,550.00 ",$39.85 ,2,1670,8010,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1993,2016,Spain,3
"$66,000.00 ",$34.94 ,1,1889,8004,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1955,2012,Spain,1
"$53,400.00 ",$21.87 ,1,2442,8009,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1968,2018,Spain,1
"$71,500.00 ",$47.60 ,2,1502,8001,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1974,2015,Spain,1
"$159,200.00 ",$85.87 ,2,1854,8012,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1988,2018,Spain,5
"$150,350.00 ",$63.79 ,1,2357,8014,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1988,2018,Spain,1
"$115,500.00 ",$38.99 ,2,2962,8011,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1947,2019,Spain,5
"$586,420.00 ",$242.52 ,1,2418,8003,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1995,2011,Spain,5
"$891,660.00 ",$537.14 ,2,1660,8005,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1959,2023,Spain,4
"$67,200.00 ",$38.14 ,2,1762,8015,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1960,2021,Spain,3
"$295,000.00 ",$130.70 ,1,2257,8008,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1961,2007,Spain,5
"$317,420.00 ",$161.37 ,2,1967,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,2001,2023,Spain,1
"$46,750.00 ",$19.51 ,1,2396,8015,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1966,2012,Spain,3
"$61,750.00 ",$33.07 ,1,1867,8005,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1984,2006,Spain,1
"$57,800.00 ",$20.50 ,2,2820,8014,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1967,2010,Spain,4
"$70,310.00 ",$44.93 ,2,1565,8003,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1967,2020,Spain,1
"$100,165.00 ",$46.57 ,1,2151,8008,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1977,2016,Spain,3
"$65,920.00 ",$31.04 ,2,2124,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1953,2010,Spain,2
"$79,680.00 ",$26.94 ,1,2958,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1951,2023,Spain,1
"$118,020.00 ",$61.73 ,1,1912,8012,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1962,2017,Spain,4
"$58,240.00 ",$26.45 ,2,2202,8016,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1969,2019,Spain,3
"$89,050.00 ",$31.54 ,1,2823,8002,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1948,2009,Spain,2
"$64,350.00 ",$24.94 ,1,2580,8005,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1994,2021,Spain,2
"$70,950.00 ",$26.41 ,2,2686,8007,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1995,2007,Spain,5
"$87,500.00 ",$47.76 ,1,1832,8010,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1965,2009,Spain,2
"$50,445.00 ",$22.35 ,1,2257,8003,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1952,2020,Spain,4
"$54,150.00 ",$26.69 ,2,2029,8016,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1970,2020,Spain,1
"$57,600.00 ",$27.13 ,1,2123,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1971,2014,Spain,3
"$51,035.00 ",$31.96 ,2,1597,8015,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1984,2017,Spain,3
"$55,815.00 ",$23.44 ,1,2381,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1959,2009,Spain,4
"$85,910.00 ",$34.88 ,2,2463,8007,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1993,2013,Spain,4
"$55,815.00 ",$27.44 ,2,2034,8005,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1987,2018,Spain,3
"$79,350.00 ",$31.30 ,1,2535,8015,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1970,2017,Spain,2
"$87,500.00 ",$32.92 ,1,2658,8013,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1986,2006,Spain,4
"$71,500.00 ",$27.92 ,2,2561,8011,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1993,2006,Spain,5
"$79,265.00 ",$37.14 ,2,2134,8007,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1981,2012,Spain,4
"$87,500.00 ",$39.99 ,2,2188,8002,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1945,2018,Spain,1
"$69,875.00 ",$30.13 ,1,2319,8015,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1958,2009,Spain,4
"$90,200.00 ",$51.51 ,1,1751,8012,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1950,2013,Spain,4
"$68,250.00 ",$24.11 ,2,2831,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1949,2006,Spain,2
"$65,920.00 ",$32.36 ,2,2037,8004,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1988,2015,Spain,4
"$67,200.00 ",$42.69 ,1,1574,8004,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1990,2019,Spain,3
"$61,750.00 ",$33.78 ,2,1828,8016,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1946,2017,Spain,1
"$67,320.00 ",$32.26 ,1,2087,8006,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1946,2020,Spain,5
"$61,000.00 ",$20.49 ,1,2977,8002,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1972,2022,Spain,3
"$79,680.00 ",$35.89 ,1,2220,8004,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1989,2011,Spain,5
"$81,600.00 ",$28.93 ,2,2821,8008,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1978,2005,Spain,2
"$95,140.00 ",$40.35 ,1,2358,8006,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1967,2018,Spain,2
"$63,700.00 ",$24.91 ,2,2557,8003,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1990,2011,Spain,2
"$70,560.00 ",$28.27 ,1,2496,8004,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1988,2019,Spain,3
"$82,800.00 ",$32.71 ,1,2531,8005,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1973,2018,Spain,4
"$156,520.00 ",$87.88 ,1,1781,8016,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1970,2015,Spain,4
"$59,740.00 ",$31.41 ,1,1902,8011,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1965,2011,Spain,4
"$86,400.00 ",$37.50 ,1,2304,8013,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1981,2023,Spain,3
"$85,910.00 ",$40.70 ,1,2111,8004,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1990,2023,Spain,5
"$57,600.00 ",$29.03 ,2,1984,8011,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1961,2016,Spain,1
"$51,035.00 ",$26.57 ,1,1921,8005,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1998,2009,Spain,4
"$75,900.00 ",$28.35 ,1,2677,8010,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1998,2011,Spain,5
"$55,815.00 ",$18.64 ,2,2995,8005,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1999,2014,Spain,3
"$71,500.00 ",$29.90 ,1,2391,8013,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1968,2020,Spain,5
"$409,200.00 ",$266.06 ,1,1538,8010,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1953,2010,Spain,4
"$78,200.00 ",$26.53 ,1,2948,8007,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1980,2005,Spain,4
"$621,300.00 ",$230.20 ,1,2699,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1975,2020,Spain,1
"$375,000.00 ",$142.10 ,1,2639,8010,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1986,2005,Spain,5
"$69,875.00 ",$29.87 ,1,2339,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1972,2014,Spain,3
"$62,940.00 ",$22.67 ,2,2776,8004,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1961,2014,Spain,5
"$100,050.00 ",$35.11 ,1,2850,8014,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1975,2013,Spain,2
"$66,340.00 ",$22.24 ,1,2983,8007,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1952,2010,Spain,4
"$54,825.00 ",$18.80 ,2,2916,8014,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1981,2015,Spain,5
"$88,800.00 ",$54.35 ,2,1634,8004,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1954,2012,Spain,5
"$59,740.00 ",$38.94 ,1,1534,8001,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1950,2023,Spain,5
"$790,400.00 ",$375.49 ,2,2105,8010,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1971,2011,Spain,5
"$87,500.00 ",$37.01 ,2,2364,8013,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1979,2006,Spain,1
"$100,165.00 ",$34.10 ,2,2937,8002,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1974,2020,Spain,4
"$357,717.00 ",$189.57 ,2,1887,8008,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1991,2010,Spain,2
"$103,885.00 ",$57.71 ,1,1800,8007,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1986,2017,Spain,3
"$61,750.00 ",$23.71 ,1,2604,8012,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1948,2012,Spain,5
"$61,380.00 ",$40.60 ,2,1512,8001,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1965,2018,Spain,2
"$86,400.00 ",$29.53 ,1,2926,8013,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1984,2015,Spain,3
"$84,175.00 ",$29.28 ,2,2875,8008,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1949,2015,Spain,4
"$54,150.00 ",$33.32 ,2,1625,8003,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1977,2014,Spain,1
"$82,800.00 ",$51.27 ,1,1615,8011,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1971,2008,Spain,4
"$155,800.00 ",$52.18 ,2,2986,8007,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1973,2011,Spain,5
"$336,300.00 ",$165.75 ,2,2029,8008,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1982,2011,Spain,4
"$118,020.00 ",$74.13 ,1,1592,8003,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1971,2019,Spain,1
"$75,020.00 ",$35.14 ,2,2135,8012,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1973,2016,Spain,3
"$159,000.00 ",$73.44 ,1,2165,8011,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1994,2021,Spain,2
"$69,550.00 ",$25.53 ,2,2724,8016,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1962,2016,Spain,4
"$79,350.00 ",$34.44 ,2,2304,8005,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1990,2014,Spain,4
"$89,010.00 ",$31.99 ,1,2782,8011,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1990,2009,Spain,2
"$836,000.00 ",$457.83 ,1,1826,8005,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1981,2020,Spain,2
"$82,500.00 ",$41.29 ,1,1998,8007,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1991,2005,Spain,4
"$87,500.00 ",$30.35 ,2,2883,8004,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,2001,2022,Spain,4
"$50,445.00 ",$18.26 ,1,2762,8010,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1971,2018,Spain,4
"$34,200.00 ",$13.31 ,1,2570,8001,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,2002,2013,Spain,1
"$38,760.00 ",$18.49 ,1,2096,8010,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1950,2018,Spain,4
"$120,350.00 ",$46.45 ,1,2591,8005,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1991,2018,Spain,2
"$66,340.00 ",$23.83 ,2,2784,8015,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1997,2011,Spain,2
"$72,600.00 ",$42.88 ,2,1693,8004,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1997,2014,Spain,1
"$46,740.00 ",$28.75 ,1,1626,8004,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1947,2006,Spain,3
"$84,960.00 ",$32.82 ,2,2589,8007,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1993,2012,Spain,4
"$74,750.00 ",$28.61 ,1,2613,8007,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1992,2007,Spain,3
"$41,300.00 ",$17.16 ,2,2407,8013,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1991,2015,Spain,4
"$229,365.00 ",$140.54 ,1,1632,8008,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,2002,2023,Spain,1
"$78,000.00 ",$29.83 ,1,2615,8006,Barcelona,1,ciutat-meridiana-torre-baro-vallbona,Apartment,1952,2018,Spain,4
"$54,000.00 ",$21.88 ,1,2468,8009,Barcelona,2,ciutat-meridiana-torre-baro-vallbona,Apartment,1977,2020,Spain,1
"$84,042.00 ",$44.51 ,2,1888,8001,Barcelona,1,les-roquetes,Apartment,2000,2012,Spain,3
"$83,400.00 ",$41.25 ,2,2022,8009,Barcelona,1,les-roquetes,Apartment,1978,2021,Spain,3
"$57,750.00 ",$20.02 ,1,2884,8007,Barcelona,2,les-roquetes,Apartment,2002,2019,Spain,1
"$81,200.00 ",$40.20 ,1,2020,8015,Barcelona,1,les-roquetes,Apartment,1959,2022,Spain,2
"$191,250.00 ",$66.34 ,1,2883,8002,Barcelona,2,les-roquetes,Apartment,1984,2020,Spain,1
"$191,250.00 ",$100.18 ,2,1909,8008,Barcelona,1,les-roquetes,Apartment,1956,2007,Spain,3
"$168,000.00 ",$73.75 ,2,2278,8012,Barcelona,2,les-roquetes,Apartment,1960,2017,Spain,1
"$225,750.00 ",$101.69 ,2,2220,8012,Barcelona,2,les-roquetes,Apartment,1971,2005,Spain,5
"$46,230.00 ",$20.79 ,1,2224,8007,Barcelona,1,les-roquetes,Apartment,1974,2021,Spain,1
"$109,850.00 ",$37.40 ,2,2937,8010,Barcelona,1,les-roquetes,Apartment,1955,2020,Spain,1
"$198,370.00 ",$68.57 ,2,2893,8011,Barcelona,2,les-roquetes,Apartment,1961,2015,Spain,2
"$150,100.00 ",$68.98 ,2,2176,8014,Barcelona,1,les-roquetes,Apartment,1950,2016,Spain,4
"$60,420.00 ",$21.84 ,1,2766,8003,Barcelona,2,les-roquetes,Apartment,1982,2022,Spain,3
"$250,500.00 ",$147.96 ,2,1693,8016,Barcelona,2,les-roquetes,Apartment,1988,2019,Spain,1
"$62,700.00 ",$26.16 ,1,2397,8014,Barcelona,1,les-roquetes,Apartment,1990,2008,Spain,3
"$119,260.00 ",$53.99 ,2,2209,8015,Barcelona,1,les-roquetes,Apartment,1950,2021,Spain,5
"$47,170.00 ",$20.29 ,2,2325,8010,Barcelona,2,les-roquetes,Apartment,1983,2014,Spain,1
"$553,500.00 ",$326.16 ,1,1697,8004,Barcelona,2,les-roquetes,Apartment,1970,2020,Spain,4
"$60,420.00 ",$39.06 ,1,1547,8015,Barcelona,1,les-roquetes,Apartment,1968,2023,Spain,1
"$49,980.00 ",$30.09 ,1,1661,8003,Barcelona,2,les-roquetes,Apartment,1981,2005,Spain,5
"$60,000.00 ",$22.67 ,2,2647,8004,Barcelona,1,les-roquetes,Apartment,1961,2007,Spain,5
"$109,850.00 ",$57.04 ,1,1926,8007,Barcelona,2,les-roquetes,Apartment,1980,2007,Spain,3
"$232,200.00 ",$96.47 ,2,2407,8013,Barcelona,2,les-roquetes,Apartment,1982,2020,Spain,3
"$171,000.00 ",$61.49 ,2,2781,8011,Barcelona,1,les-roquetes,Apartment,1962,2010,Spain,3
"$109,850.00 ",$41.66 ,2,2637,8011,Barcelona,2,les-roquetes,Apartment,1967,2022,Spain,4
"$42,000.00 ",$23.09 ,1,1819,8011,Barcelona,1,les-roquetes,Apartment,1969,2013,Spain,3
"$115,280.00 ",$46.79 ,2,2464,8006,Barcelona,1,les-roquetes,Apartment,1984,2015,Spain,4
"$87,200.00 ",$29.35 ,1,2971,8007,Barcelona,2,les-roquetes,Apartment,1948,2012,Spain,5
"$56,902.00 ",$27.68 ,2,2056,8015,Barcelona,1,les-roquetes,Apartment,1982,2007,Spain,5
"$90,300.00 ",$40.42 ,1,2234,8010,Barcelona,2,les-roquetes,Apartment,1997,2008,Spain,1
"$155,840.00 ",$53.44 ,2,2916,8007,Barcelona,1,les-roquetes,Apartment,1948,2007,Spain,1
"$29,250.00 ",$15.31 ,2,1911,8003,Barcelona,1,les-roquetes,Apartment,1954,2022,Spain,3
"$60,420.00 ",$26.93 ,2,2244,8003,Barcelona,2,les-roquetes,Apartment,1996,2013,Spain,1
"$64,800.00 ",$22.50 ,1,2880,8010,Barcelona,2,les-roquetes,Apartment,1989,2006,Spain,3
"$55,080.00 ",$30.79 ,1,1789,8007,Barcelona,1,les-roquetes,Apartment,1978,2007,Spain,5
"$110,800.00 ",$49.33 ,2,2246,8004,Barcelona,1,les-roquetes,Apartment,1982,2014,Spain,5
"$69,620.00 ",$25.18 ,2,2765,8016,Barcelona,1,les-roquetes,Apartment,1992,2015,Spain,2
"$56,635.00 ",$27.57 ,1,2054,8008,Barcelona,2,les-roquetes,Apartment,1950,2012,Spain,2
"$114,560.00 ",$48.98 ,2,2339,8011,Barcelona,1,les-roquetes,Apartment,1951,2017,Spain,3
"$133,200.00 ",$72.43 ,2,1839,8010,Barcelona,1,les-roquetes,Apartment,1976,2009,Spain,1
"$265,200.00 ",$118.66 ,1,2235,8006,Barcelona,1,les-roquetes,Apartment,1966,2022,Spain,1
"$112,185.00 ",$43.08 ,2,2604,8010,Barcelona,2,les-roquetes,Apartment,1981,2011,Spain,3
"$43,450.00 ",$20.95 ,2,2074,8007,Barcelona,2,les-roquetes,Apartment,1972,2012,Spain,5
"$145,250.00 ",$76.97 ,2,1887,8014,Barcelona,2,les-roquetes,Apartment,1974,2021,Spain,5
"$120,000.00 ",$40.65 ,1,2952,8001,Barcelona,1,les-roquetes,Apartment,1950,2018,Spain,4
"$299,000.00 ",$193.53 ,2,1545,8005,Barcelona,2,les-roquetes,Apartment,1978,2017,Spain,3
"$40,200.00 ",$16.11 ,2,2496,8002,Barcelona,2,les-roquetes,Apartment,1968,2006,Spain,4
"$43,120.00 ",$23.51 ,1,1834,8007,Barcelona,2,les-roquetes,Apartment,1986,2012,Spain,1
"$79,220.00 ",$27.04 ,2,2930,8011,Barcelona,1,les-roquetes,Apartment,1999,2021,Spain,4
"$56,355.00 ",$25.00 ,1,2254,8003,Barcelona,1,les-roquetes,Apartment,1962,2014,Spain,5
"$84,435.00 ",$32.83 ,2,2572,8003,Barcelona,2,les-roquetes,Apartment,1960,2023,Spain,1
"$56,650.00 ",$19.22 ,1,2948,8009,Barcelona,1,les-roquetes,Apartment,1979,2010,Spain,1
"$60,420.00 ",$26.43 ,2,2286,8014,Barcelona,1,les-roquetes,Apartment,1950,2017,Spain,1
"$106,200.00 ",$61.32 ,1,1732,8002,Barcelona,1,les-roquetes,Apartment,1989,2009,Spain,5
"$63,600.00 ",$23.53 ,1,2703,8007,Barcelona,1,les-roquetes,Apartment,1988,2007,Spain,4
"$61,200.00 ",$31.34 ,2,1953,8012,Barcelona,1,les-roquetes,Apartment,1950,2020,Spain,4
